,Fuel,Driven_kilometers,Num_of_owners,Transmission,Location,Name,Year,Company,Price1
3234,PETROL,35000.0 KM,1st,MANUAL,"Nandavanam, Thiruvananthapuram",Maruti Suzuki,2018),Maruti," 8,55,000"
3235,PETROL,85000.0 KM,1st,MANUAL,"Nandavanam, Thiruvananthapuram",Maruti Suzuki,2011),Maruti," 1,65,000"
3236,DIESEL,60000.0 KM,2nd,MANUAL,"Nandavanam, Thiruvananthapuram",Maruti Suzuki,2013),Maruti," 4,45,000"
3237,PETROL,85000.0 KM,1st,MANUAL,"Nandavanam, Thiruvananthapuram",Maruti Suzuki,2012),Maruti," 2,20,000"
3238,DIESEL,75000.0 KM,2nd,MANUAL,"Kodimatha, Kottayam",Ford Ecosport,2013),Ford," 5,35,000"
3239,PETROL,"68,000 KM",1st,MANUAL,"Thammanam, Kochi",Tata Tiago,2018),Tata," 3,70,000"
3240,DIESEL,159000.0 KM,2nd,MANUAL,"Jawahar Nagar, Kozhikode",Mahindra Xuv500,2012),Mahindra," 5,85,000"
3241,DIESEL,285000.0 KM,1st,MANUAL,"Palakkdam, Palakkad",Mahindra Bolero,2008),Mahindra," 2,65,000"
3242,PETROL,"50,000 KM",1st,MANUAL,"Parambil Palli Makkam, Kuruvattur",Maruti Suzuki,2014),Maruti," 1,50,000"
3243,PETROL,"120,000 KM",2nd,MANUAL,"Annakudu, Thodupuzha",Maruti Suzuki,2014),Maruti," 2,15,000"
3244,PETROL,70000.0 KM,1st,AUTOMATIC,"Meenachil, Palai",Nissan Micra,2013),Nissan," 3,90,000"
3245,DIESEL,112000.0 KM,1st,MANUAL,"Mongam, Malappuram",Ford Ecosport,2016),Ford," 5,15,000"
3246,DIESEL,"34,032 KM",1st,MANUAL,"Sankaramanglam, Ongallur II",Bajaj Re60,2008),Bajaj," 60,000"
3247,,555.0 KM,4+,,"Vyttila, Kochi",Mercedes-Benz E-Class,2018),Mercedes-Benz," 1,00,000"
3248,,89000.0 KM,1st,,"Vyttila, Kochi",Tata Aria,2014),Tata," 4,75,000"
3249,DIESEL,45000.0 KM,,,"Palat Nagar, Kozhikode",Maruti Suzuki,2017),Maruti," 7,65,000"
3250,PETROL,19000.0 KM,1st,MANUAL,"Anayara, Thiruvananthapuram",Maruti Suzuki,2013),Maruti," 2,65,000"
3251,PETROL,16000.0 KM,2nd,AUTOMATIC,"Kannur, Payyannur",Mercedes-Benz E-Class,2016),Mercedes-Benz," 35,00,000"
3252,DIESEL,81000.0 KM,1st,MANUAL,"Vyttila, Kochi",Maruti Suzuki,2011),Maruti," 25,000"
3253,PETROL,18000.0 KM,1st,AUTOMATIC,"Tharekkad, Palakkad",Renault Kwid,2019),Renault," 4,85,000"
3254,,555.0 KM,,,"Vyttila, Kochi",Toyota Camry,2006),Toyota," 5,00,00,000"
3255,,555.0 KM,,,"Vyttila, Kochi",Toyota Innova,2019),Toyota," 15,000"
3256,,555.0 KM,,,"Vyttila, Kochi",Skoda Octavia,2019),Skoda," 22,500"
3257,PETROL,"93,000 KM",3rd,MANUAL,"Kechery, Thrissur",Maruti Suzuki,2008),Maruti," 1,65,000"
3258,PETROL,100 KM,1st,MANUAL,"Mananthavady, Wayanad",Maruti Suzuki,2021),Maruti," 30,000"
3259,PETROL,"64,000 KM",2nd,MANUAL,"Chamakkala, Chendrappini",Hyundai Grand,2010),Hyundai," 2,20,000"
3260,PETROL,"54,000 KM",2nd,MANUAL,"Ranni, Pathanamthitta",Maruti Suzuki,2008),Maruti," 1,00,000"
3261,PETROL,"12,000 KM",1st,MANUAL,"Azhoor, Pathanamthitta",Maruti Suzuki,2020),Maruti," 3,75,000"
3262,DIESEL,20000.0 KM,1st,MANUAL,"Parudeesa Colony, Aluva",Toyota Innova,2019),Toyota," 23,00,000"
3263,DIESEL,10000.0 KM,1st,MANUAL,"Kakkanad, Kochi",Mahindra Thar,2020),Mahindra," 16,20,000"
3264,PETROL,69000.0 KM,2nd,MANUAL,"Vaduvanchal, Wayanad",Maruti Suzuki,2010),Maruti," 1,60,000"
3265,,135000.0 KM,2nd,MANUAL,"Vaduvanchal, Wayanad",Hyundai Santro,2003),Hyundai," 65,000"
3266,LPG,555.0 KM,4+,MANUAL,"Vyttila, Kochi",Lamborghini Gallardo,2012),Lamborghini," 1,00,000"
3267,,1000.0 KM,,,"Vyttila, Kochi",Toyota Innova,2020),Toyota," 22,000"
3268,,55.0 KM,,,"Vyttila, Kochi",Jaguar Xf,2017),Jaguar," 20,000"
3269,PETROL,40000.0 KM,1st,MANUAL,"Ayathil, Kollam",Hyundai Grand,2019),Hyundai," 4,85,000"
3270,DIESEL,100334.0 KM,,AUTOMATIC,"Kazhakoottam, Thiruvananthapuram",Mercedes-Benz E-Class,2009),Mercedes-Benz," 10,50,000"
3271,DIESEL,57268.0 KM,1st,MANUAL,"Neduvathoor, Kottarakkara",Hyundai Elite,2017),Hyundai," 6,85,000"
3272,DIESEL,"140,000 KM",2nd,MANUAL,"Sangoudi, Tirur",Toyota Innova,2016),Toyota," 9,25,000"
3273,DIESEL,"19,000 KM",2nd,MANUAL,"Kunnamangalam, Pantheeramkavu",Maruti Suzuki,2018),Maruti," 7,45,000"
3274,DIESEL,132000.0 KM,1st,MANUAL,"Kodimatha, Kottayam",Maruti Suzuki,2015),Maruti," 5,38,000"
3275,,55.0 KM,,,"Vyttila, Kochi",Toyota Etios,2015),Toyota," 1,00,000"
3276,,555.0 KM,,,"Vyttila, Kochi",Toyota Innova,2019),Toyota," 5,00,000"
3277,,555.0 KM,,,"Vyttila, Kochi",Toyota Innova,2021),Toyota," 20,00,000"
3278,PETROL,10000.0 KM,1st,MANUAL,"Kodimatha, Kottayam",Tata Tiago,2019),Tata," 5,45,000"
3279,DIESEL,82000.0 KM,1st,MANUAL,"Kodimatha, Kottayam",Ford Figo,2015),Ford," 2,37,000"
3280,PETROL,67000.0 KM,1st,MANUAL,"Kodimatha, Kottayam",Hyundai I10,2011),Hyundai," 2,83,000"
3281,PETROL,"17,000 KM",1st,MANUAL,"Kudamaloor, Perumbaikad",Other Brands,2020),Other," 1,50,000"
3282,PETROL,49000.0 KM,1st,MANUAL,"Kodimatha, Kottayam",Hyundai I10,2011),Hyundai," 2,45,000"
3283,DIESEL,"50,000 KM",1st,MANUAL,"Valiyangadi, Perinthalmanna",Toyota Fortuner,2010),Toyota," 8,00,000"
3284,,5.0 KM,,,"Vyttila, Kochi",Toyota Innova,2010),Toyota," 1,00,000"
3285,,5.0 KM,,,"Vyttila, Kochi",Bmw 7,2010),Bmw," 1,00,000"
3286,,5.0 KM,,,"Vyttila, Kochi",Mercedes-Benz E-Class,2010),Mercedes-Benz," 1,00,000"
3287,DIESEL,149000.0 KM,1st,MANUAL,"Kodimatha, Kottayam",Toyota Fortuner,2014),Toyota," 17,90,000"
3288,DIESEL,92000.0 KM,2nd,AUTOMATIC,"Maradu, Kochi",Volvo Xc,2015),Volvo," 50,00,000"
3289,DIESEL,122000.0 KM,1st,MANUAL,"Payyanad, Manjeri",Maruti Suzuki,2013),Maruti," 3,80,000"
3290,PETROL,17000.0 KM,1st,MANUAL,"Kowdiar, Thiruvananthapuram",Toyota Etios,2018),Toyota," 6,60,000"
3291,LPG,5.0 KM,3rd,MANUAL,"Vyttila, Kochi",Maruti Suzuki,2015),Maruti," 25,000"
3292,PETROL,5.0 KM,,AUTOMATIC,"Vyttila, Kochi",Toyota Corolla,2007),Toyota," 30,000"
3293,PETROL,3.0 KM,,AUTOMATIC,"Vyttila, Kochi",Toyota Camry,2006),Toyota," 30,000"
3294,PETROL,"128,837 KM",2nd,MANUAL,"Kilimanoor, Thiruvananthapuram",Maruti Suzuki,2007),Maruti," 85,000"
3295,DIESEL,"211,630 KM",1st,MANUAL,"Koonayil, Poothakkulam",Toyota Etios,2015),Toyota," 6,00,000"
3296,DIESEL,"69,000 KM",1st,MANUAL,"Puzhakkal, Puranattukara",Mahindra Bolero,2019),Mahindra," 8,25,000"
3297,CNG & HYBRIDS,"29,000 KM",2nd,MANUAL,"Eloorkara Road, Kochi",Maruti Suzuki,2019),Maruti," 4,79,000"
3298,PETROL,17000.0 KM,1st,MANUAL,"Thankalam, Kothamangalam",Maruti Suzuki,2019),Maruti," 6,30,000"
3299,DIESEL,114000.0 KM,2nd,MANUAL,Shornoor,Maruti Suzuki,2014),Maruti," 4,35,000"
3300,DIESEL,"100,000 KM",4th,MANUAL,"Nilambur Kovilakam, Nilambur",Mahindra Jeep,1995),Mahindra," 1,49,000"
3301,PETROL,"27,000 KM",1st,MANUAL,"Nambiyakulam, Pallippuram Thiruvananthapuram District",Maruti Suzuki,2019),Maruti," 5,50,000"
3302,DIESEL,89000.0 KM,1st,MANUAL,"Altaramukku, Kollam",Nissan Sunny,2012),Nissan," 3,50,000"
3303,DIESEL,11000.0 KM,1st,AUTOMATIC,"Koduvally, Kozhikode",Toyota Innova,2018),Toyota," 26,15,000"
3304,DIESEL,80000.0 KM,1st,MANUAL,"Mebaram, Thazhuthala",Maruti Suzuki,2014),Maruti," 4,40,000"
3305,DIESEL,23000.0 KM,2nd,AUTOMATIC,"Koduvally, Kozhikode",Toyota Fortuner,2019),Toyota," 37,50,000"
3306,PETROL,"9,450 KM",1st,MANUAL,"Orakunoor, Karivellur",Hyundai Santro,2019),Hyundai," 5,10,000"
3307,PETROL,4700.0 KM,1st,MANUAL,"Adinad, Karunagappally",Hyundai Creta,2020),Hyundai," 12,75,000"
3308,DIESEL,30.0 KM,1st,AUTOMATIC,"Edakochi, Kochi",Toyota Fortuner,2017),Toyota," 35,00,000"
3309,PETROL,72100.0 KM,2nd,MANUAL,"Anayara, Thiruvananthapuram",Maruti Suzuki,2014),Maruti," 3,53,000"
3310,PETROL,16000.0 KM,1st,MANUAL,"Chavittuvary, Kottayam",Renault Duster,2017),Renault," 7,38,000"
3311,PETROL,0 KM,2nd,MANUAL,"Kodiyeri, Thalassery",Maruti Suzuki,2003),Maruti," 22,000"
3312,PETROL,1 KM,3rd,MANUAL,"Kumpazha, Pathanamthitta",Honda City,2001),Honda," 1,30,000"
3313,PETROL,"82,000 KM",2nd,MANUAL,"Kunnumkai, Kannur",Maruti Suzuki,2014),Maruti," 3,50,000"
3314,PETROL,69000.0 KM,1st,AUTOMATIC,"Poothole, Thrissur",Volkswagen Polo,2015),Volkswagen," 6,95,000"
3315,DIESEL,125000.0 KM,2nd,MANUAL,"Chathramukku, Nedumangad",Ford Fiesta,2010),Ford," 2,00,000"
3316,DIESEL,220000.0 KM,2nd,MANUAL,"Ponnurunni, Kochi",Toyota Innova,2006),Toyota," 3,10,000"
3317,DIESEL,136000.0 KM,1st,AUTOMATIC,"Changubetty, Kottakal",Mercedes-Benz M-Class,2012),Mercedes-Benz," 23,80,000"
3318,DIESEL,148888.0 KM,2nd,MANUAL,"Angadipuram, Perinthalmanna",Chevrolet Tavera,2004),Chevrolet," 1,75,000"
3319,PETROL,71200.0 KM,2nd,MANUAL,"Puttur, Palakkad",Maruti Suzuki,2016),Maruti," 5,35,000"
3320,DIESEL,180000.0 KM,2nd,MANUAL,"Malappuram Up Hill, Malappuram",Toyota Corolla,2010),Toyota," 5,65,000"
3321,DIESEL,105000.0 KM,2nd,MANUAL,"Malappuram Up Hill, Malappuram",Maruti Suzuki,2015),Maruti," 5,50,000"
3322,PETROL,"99,000 KM",2nd,MANUAL,"Kunnicode, Kollam",Maruti Suzuki,1996),Maruti," 48,000"
3323,PETROL,"17,000 KM",1st,MANUAL,"Indira Nagar Mannuthy, Thrissur",Datsun Go,2014),Datsun," 1,80,000"
3324,PETROL,"125,000 KM",2nd,MANUAL,"Mattancherry, Kochi",Hyundai I10,2008),Hyundai," 1,55,000"
3325,DIESEL,75000.0 KM,3rd,MANUAL,"Chathramukku, Nedumangad",Ford Fiesta,2010),Ford," 3,00,000"
3326,DIESEL,"67,500 KM",2nd,MANUAL,"Kavalapara, Vaniyamkulam II",Volkswagen Vento,2013),Volkswagen," 5,25,000"
3327,PETROL,56500.0 KM,1st,MANUAL,"Punkunnam, Thrissur",Mahindra Kuv,2016),Mahindra," 3,95,000"
3328,,60704.0 KM,2nd,,"Palarivattom, Kochi",Maruti Suzuki,2006),Maruti," 1,60,000"
3329,PETROL,"9,800 KM",1st,MANUAL,"Ellithara, Cheruthazham",Renault Triber,2019),Renault," 6,50,000"
3330,DIESEL,48000.0 KM,1st,MANUAL,"Chathramukku, Nedumangad",Toyota Etios,2016),Toyota," 6,65,000"
3331,DIESEL,"95,000 KM",2nd,MANUAL,"Kodakara, Thrissur",Maruti Suzuki,2012),Maruti," 3,42,000"
3332,PETROL,"91,500 KM",3rd,MANUAL,"Kizhakkambalam, Edathala",Maruti Suzuki,2009),Maruti," 2,10,000"
3333,PETROL,72000.0 KM,2nd,MANUAL,"Chathramukku, Nedumangad",Maruti Suzuki,2006),Maruti," 75,000"
3334,,999.0 KM,,,"Elamkulam, Kochi",Maruti Suzuki,2013),Maruti," 50,000"
3335,DIESEL,38000.0 KM,1st,AUTOMATIC,"Elamkulam, Kochi",Maruti Suzuki,2012),Maruti," 5,00,000"
3336,DIESEL,87000.0 KM,1st,MANUAL,"Aranattukara, Thrissur",Maruti Suzuki,2012),Maruti," 4,15,000"
3337,,66.0 KM,,,"Malappuram Up Hill, Malappuram",Bmw 5,2012),Bmw," 15,000"
3338,CNG & HYBRIDS,"50,000 KM",2nd,MANUAL,"CSEZ, Kochi",Hyundai Eon,2017),Hyundai," 1,10,000"
3339,PETROL,"18,000 KM",1st,MANUAL,"Mananthavady, Wayanad",Maruti Suzuki,2019),Maruti," 9,70,000"
3340,PETROL,"75,250 KM",2nd,MANUAL,"Attukulangara, Thiruvananthapuram",Chevrolet Spark,2011),Chevrolet," 1,35,000"
3341,PETROL,30000.0 KM,1st,MANUAL,"Thana, Kannur",Tata Tiago,2017),Tata," 4,15,000"
3342,PETROL,19000.0 KM,2nd,MANUAL,"Vaduvanchal, Wayanad",Other Brands,2018),Other," 60,000"
3343,PETROL,"100,000 KM",2nd,MANUAL,"Cherai, Kochi",Maruti Suzuki,2002),Maruti," 55,000"
3344,PETROL,"5,500 KM",1st,MANUAL,"Edapally, Kochi",Ford Freestyle,2021),Ford," 7,75,000"
3345,PETROL,"92,000 KM",4+,MANUAL,"Chemnad, Udma",Maruti Suzuki,2005),Maruti," 73,000"
3346,DIESEL,1 KM,3rd,MANUAL,"Sulthan Bathery, Wayanad",Bajaj Others,2011),Bajaj," 1,00,000"
3347,DIESEL,144000.0 KM,3rd,MANUAL,"Palat Nagar, Kozhikode",Maruti Suzuki,2016),Maruti," 4,75,000"
3348,DIESEL,135400.0 KM,2nd,MANUAL,"Punkunnam, Thrissur",Maruti Suzuki,2007),Maruti," 1,98,000"
3349,PETROL,71600.0 KM,2nd,MANUAL,"Nandavanam, Thiruvananthapuram",Maruti Suzuki,2006),Maruti," 1,75,000"
3350,PETROL,"50,000 KM",1st,MANUAL,"Arangadi, Kanhangad",Maruti Suzuki,2010),Maruti," 1,80,000"
3351,DIESEL,160000.0 KM,3rd,MANUAL,"Melangadi, Kondotty",Toyota Innova,2016),Toyota," 14,70,000"
3352,DIESEL,142000.0 KM,2nd,MANUAL,"Melangadi, Kondotty",Toyota Innova,2014),Toyota," 8,10,000"
3353,DIESEL,95000.0 KM,2nd,MANUAL,"Santhi Nagar, Kodungallur",Ford Fiesta,2013),Ford," 2,20,000"
3354,,160000.0 KM,1st,,"Edappally, Kochi",Toyota Innova,2016),Toyota," 14,90,000"
3355,DIESEL,86000.0 KM,1st,MANUAL,"Poothole, Thrissur",Toyota Etios,2015),Toyota," 4,50,000"
3356,,63459.0 KM,1st,,"Palarivattom, Kochi",Maruti Suzuki,2013),Maruti," 3,45,000"
3357,,86092.0 KM,2nd,,"Palarivattom, Kochi",Maruti Suzuki,2008),Maruti," 2,40,000"
3358,DIESEL,"161,400 KM",2nd,MANUAL,"Pala, Kottayam",Chevrolet Tavera,2008),Chevrolet," 2,00,000"
3359,DIESEL,"12,500 KM",1st,MANUAL,"Chonadam, Thalassery",Jeep Compass,2017),Jeep," 20,00,000"
3360,DIESEL,"132,000 KM",2nd,MANUAL,"Manimala, Kottayam",Mahindra Xylo,2013),Mahindra," 3,49,000"
3361,DIESEL,"30,000 KM",2nd,MANUAL,"Panamaram, Wayanad",Tata Indica,2002),Tata," 37,000"
3362,DIESEL,"88,000 KM",1st,MANUAL,"Panacode, Thiruvananthapuram",Ford Figo,2013),Ford," 3,10,000"
3363,DIESEL,"47,500 KM",1st,MANUAL,"Mukkam, Kozhikode",Maruti Suzuki,2016),Maruti," 7,22,000"
3364,PETROL,"126,000 KM",2nd,MANUAL,"Meruangade, Manjeri",Maruti Suzuki,2009),Maruti," 1,32,000"
3365,DIESEL,0 KM,2nd,MANUAL,"Ala Part, Chengannur",Tata Indica,2010),Tata," 85,000"
3366,DIESEL,64000.0 KM,1st,MANUAL,"Vayakal, Kollam",Chevrolet Enjoy,2013),Chevrolet," 2,95,000"
3367,DIESEL,"270,000 KM",3rd,MANUAL,"Cherupuzha, Kannur",Chevrolet Tavera,2005),Chevrolet," 2,50,000"
3368,PETROL,"40,000 KM",1st,MANUAL,"Valanchuzhy, Pathanamthitta",Maruti Suzuki,2010),Maruti," 2,65,000"
3369,PETROL,"3,100 KM",1st,MANUAL,"Edayappuram, Aluva",Maruti Suzuki,2021),Maruti," 7,40,000"
3370,DIESEL,92000.0 KM,2nd,MANUAL,"Mevaram, Kollam",Toyota Innova,2014),Toyota," 10,45,000"
3371,PETROL,16000.0 KM,1st,MANUAL,"Tana, Irinjalakuda",Hyundai Creta,2019),Hyundai," 14,00,000"
3372,PETROL,10755.0 KM,1st,AUTOMATIC,"Palarivattom, Kochi",Maruti Suzuki,2019),Maruti," 5,45,000"
3373,,20561.0 KM,1st,,"Palarivattom, Kochi",Maruti Suzuki,2018),Maruti," 6,20,000"
3374,DIESEL,"25,800 KM",2nd,MANUAL,"Anchal, Kollam",Bajaj Others,2012),Bajaj," 60,000"
3375,PETROL,"950,000 KM",2nd,MANUAL,"Peravoor, Kannur",Maruti Suzuki,2009),Maruti," 85,000"
3376,PETROL,"118,000 KM",2nd,MANUAL,"Kakur, Perinthalmanna",Hyundai Santro,2006),Hyundai," 95,000"
3377,DIESEL,"98,000 KM",1st,MANUAL,"Vailathur, Cheriyamundam",Toyota Innova,2017),Toyota," 20,50,000"
3378,PETROL,85000.0 KM,,,"Kodimatha, Kottayam",Maruti Suzuki,2010),Maruti," 2,59,000"
3379,DIESEL,"93,000 KM",2nd,MANUAL,"Edapally, Kochi",Maruti Suzuki,2014),Maruti," 4,50,000"
3380,DIESEL,10.0 KM,1st,MANUAL,"Edapally, Kochi",Mahindra Thar,2020),Mahindra," 16,50,000"
3381,PETROL,"85,000 KM",4th,MANUAL,"Yogashala Road, Kannur",Maruti Suzuki,2007),Maruti," 1,05,000"
3382,DIESEL,"85,000 KM",1st,MANUAL,"Elavally, Thaikkad",Maruti Suzuki,2017),Maruti," 5,70,000"
3383,PETROL,"120,000 KM",3rd,MANUAL,"Chemboothra, Thrissur",Honda City,2000),Honda," 1,70,000"
3384,DIESEL,22000.0 KM,1st,MANUAL,"Edarikode, Kottakal",Hyundai Creta,2019),Hyundai," 10,45,000"
3385,DIESEL,131000.0 KM,3rd,AUTOMATIC,"Kottakkal, Iringal",Toyota Fortuner,2012),Toyota," 14,75,000"
3386,DIESEL,189000.0 KM,,MANUAL,"Melangadi, Kondotty",Toyota Innova,2007),Toyota," 3,50,000"
3387,DIESEL,78000.0 KM,2nd,MANUAL,"Anayara, Thiruvananthapuram",Chevrolet Beat,2012),Chevrolet," 1,65,000"
3388,PETROL,39090.0 KM,2nd,MANUAL,"Mevaram, Kollam",Hyundai Eon,2013),Hyundai," 2,25,000"
3389,DIESEL,140000.0 KM,2nd,MANUAL,"Pallimukku, Kollam",Maruti Suzuki,2012),Maruti," 3,25,000"
3390,DIESEL,"73,000 KM",2nd,MANUAL,"Kunnicode, Kollam",Chevrolet Beat,2012),Chevrolet," 1,38,000"
3391,,,,,,Maruti Suzuki,2011),Maruti,
3392,PETROL,69000.0 KM,2nd,MANUAL,"Vengoor, Angamaly",Chevrolet Spark,2007),Chevrolet," 2,55,000"
3393,DIESEL,400000.0 KM,1st,MANUAL,"Kaloor, Kochi",Maruti Suzuki,2018),Maruti," 72,00,000"
3394,PETROL,"5,000 KM",2nd,MANUAL,"Karamana, Thiruvananthapuram",Maruti Suzuki,2013),Maruti," 1,00,000"
3395,DIESEL,66726.0 KM,3rd,AUTOMATIC,"Attingal Avanavancherry, Attingal",Mercedes-Benz Cls-Class,2009),Mercedes-Benz," 10,20,000"
3396,PETROL,13062.0 KM,,AUTOMATIC,"Attingal Avanavancherry, Attingal",Mg Hector,2020),Mg," 17,90,000"
3397,,132984.0 KM,3rd,MANUAL,"Palarivattom, Kochi",Tata Indica,2007),Tata," 40,000"
3398,PETROL,"89,000 KM",2nd,MANUAL,"Ulliyeri, Kozhikode",Maruti Suzuki,2007),Maruti," 1,60,000"
3399,DIESEL,"98,000 KM",1st,MANUAL,"Changubetty, Kottakal",Toyota Innova,2017),Toyota," 19,80,000"
3400,PETROL,11174.0 KM,1st,AUTOMATIC,"Kaloor, Kochi",Tata Tiago,2021),Tata," 6,50,000"
3401,PETROL,"11,050 KM",2nd,MANUAL,"Thanikkuddam, Thrissur",Maruti Suzuki,1999),Maruti," 65,000"
3402,DIESEL,122000.0 KM,2nd,MANUAL,"Puthiyangadi, Kozhikode",Maruti Suzuki,2013),Maruti," 4,08,000"
3403,DIESEL,64000.0 KM,2nd,MANUAL,"Puthiyangadi, Kozhikode",Ford Freestyle,2018),Ford," 5,47,000"
3404,,52000.0 KM,,,"Kayamkulam, Bharanikkavu",Chevrolet Aveo,2007),Chevrolet," 85,000"
3405,DIESEL,"74,000 KM",1st,AUTOMATIC,"Kidangoor, Angamaly",Volkswagen Vento,2015),Volkswagen," 6,85,000"
3406,DIESEL,"68,000 KM",2nd,MANUAL,"Iringal, Kozhikode",Other Brands,2018),Other," 2,40,000"
3407,DIESEL,"175,000 KM",1st,MANUAL,"Kizhakkambalam, Edathala",Mahindra Tuv,2016),Mahindra," 4,35,000"
3408,DIESEL,52000.0 KM,1st,MANUAL,"Thiruvangood, Kozhikode",Tata Tiago,2018),Tata," 4,25,000"
3409,DIESEL,"140,000 KM",3rd,MANUAL,"Valluvally, Kottuvally",Skoda Octavia,2002),Skoda," 1,20,000"
3410,PETROL,"70,200 KM",2nd,MANUAL,"Palode, Vilappil",Maruti Suzuki,1997),Maruti," 42,000"
3411,PETROL,0 KM,1st,MANUAL,"Sreenarayanapuram, Kodungallur",Maruti Suzuki,2021),Maruti," 70,000"
3412,PETROL,"97,000 KM",3rd,MANUAL,"Kuzhivelippady, Edathala",Maruti Suzuki,2008),Maruti," 60,000"
3413,PETROL,"35,218 KM",1st,MANUAL,"Ottapalam, Ottappalam",Maruti Suzuki,2018),Maruti," 4,00,000"
3414,DIESEL,"93,000 KM",1st,MANUAL,"Koppam, Palakkad",Maruti Suzuki,2009),Maruti," 2,50,000"
3415,PETROL,60000.0 KM,2nd,MANUAL,"Vaduvanchal, Wayanad",Tata Nano,2015),Tata," 1,25,000"
3416,DIESEL,62358.0 KM,2nd,MANUAL,"Kalamassery, Kochi",Ford Figo,2013),Ford," 2,25,000"
3417,DIESEL,107000.0 KM,1st,MANUAL,"Angadipuram, Perinthalmanna",Maruti Suzuki,2014),Maruti," 4,50,000"
3418,,79017.0 KM,3rd,,"Palarivattom, Kochi",Hyundai Santro,2009),Hyundai," 1,55,000"
3419,PETROL,79965.0 KM,1st,MANUAL,"Palarivattom, Kochi",Maruti Suzuki,2011),Maruti," 2,15,000"
3420,PETROL,97985.0 KM,1st,MANUAL,"Palarivattom, Kochi",Maruti Suzuki,2009),Maruti," 1,50,000"
3421,PETROL,77211.0 KM,3rd,MANUAL,"Palarivattom, Kochi",Maruti Suzuki,2011),Maruti," 2,00,000"
3422,PETROL,"80,000 KM",3rd,MANUAL,"Kidangoor, Angamaly",Maruti Suzuki,2001),Maruti," 58,000"
3423,DIESEL,"52,000 KM",1st,MANUAL,"Edapally, Kochi",Mahindra Tuv,2015),Mahindra," 5,85,000"
3424,DIESEL,"154,000 KM",2nd,MANUAL,"Pulimath, Thiruvananthapuram",Mahindra Scorpio,2010),Mahindra," 4,30,000"
3425,PETROL,"40,000 KM",1st,MANUAL,"Kallikadu, Thiruvananthapuram",Maruti Suzuki,2018),Maruti," 15,000"
3426,DIESEL,"34,000 KM",1st,MANUAL,"Tana, Irinjalakuda",Ford Ecosport,2019),Ford," 9,60,000"
3427,PETROL,38000.0 KM,1st,MANUAL,"Pallimukku, Kollam",Hyundai Elite,2015),Hyundai," 5,15,000"
3428,DIESEL,52000.0 KM,1st,MANUAL,"Pattom, Thiruvananthapuram",Mahindra Xuv500,2012),Mahindra," 7,65,000"
3429,,60000.0 KM,2nd,,"Kalamassery, Kochi",Mahindra Thar,2013),Mahindra," 6,20,000"
3430,PETROL,60000.0 KM,1st,MANUAL,"Kalamassery, Kochi",Toyota Corolla,2015),Toyota," 10,50,000"
3431,,108000.0 KM,1st,AUTOMATIC,"Kalamassery, Kochi",Mahindra Xuv500,2016),Mahindra," 10,60,000"
3432,,105000.0 KM,1st,,"Kalamassery, Kochi",Ford Endeavour,2016),Ford," 21,50,000"
3433,DIESEL,"37,000 KM",2nd,AUTOMATIC,"Edarikode, Kottakal",Maruti Suzuki,2019),Maruti," 7,75,000"
3434,,9.0 KM,,,"Poothole, Thrissur",Maruti Suzuki,2020),Maruti," 9,99,999"
3435,DIESEL,18.0 KM,,,"Ernakulam, Kochi",Maruti Suzuki,2019),Maruti," 7,88,888"
3436,,34197.0 KM,2nd,,"Palarivattom, Kochi",Hyundai Eon,2014),Hyundai," 2,30,000"
3437,DIESEL,"168,000 KM",4th,MANUAL,"Cheruthoni, Idukki Township",Toyota Innova,2009),Toyota," 6,20,000"
3438,DIESEL,"1,500 KM",4+,MANUAL,"Kadikkad, Kadikkad",Toyota Innova,2005),Toyota," 2,85,000"
3439,DIESEL,"210,000 KM",3rd,MANUAL,"Peramba, Payyannur",Toyota Etios,2014),Toyota," 3,80,000"
3440,PETROL,"100,000 KM",2nd,MANUAL,"Anjarakkandy, Kannur",Maruti Suzuki,2003),Maruti," 45,000"
3441,PETROL,"40,000 KM",1st,MANUAL,"Ummanchira Mohalla, Eruvatti",Maruti Suzuki,2016),Maruti," 3,00,000"
3442,DIESEL,"80,000 KM",2nd,MANUAL,"Vaikom Part, Vaikom",Mahindra Others,2011),Mahindra," 1,72,000"
3443,DIESEL,"160,000 KM",2nd,MANUAL,"Elanjipra, Chalakudy",Mahindra Xylo,2010),Mahindra," 1,85,000"
3444,PETROL,"58,000 KM",1st,MANUAL,"Cheruvennur, Kozhikode",Tata Nano,2016),Tata," 1,35,000"
3445,PETROL,"1,900 KM",2nd,MANUAL,"East Fort, Thiruvananthapuram",Bajaj Re60,2019),Bajaj," 95,000"
3446,DIESEL,13000.0 KM,1st,MANUAL,"Puthanathani, Malappuram",Maruti Suzuki,2018),Maruti," 8,00,000"
3447,PETROL,40500.0 KM,2nd,MANUAL,"Chathampara, Alamcode Thiruvananthapuram District",Maruti Suzuki,2011),Maruti," 1,95,000"
3448,DIESEL,"82,800 KM",2nd,MANUAL,"Kuruppampady, Perumbavoor",Volkswagen Vento,2011),Volkswagen," 3,10,000"
3449,DIESEL,"88,000 KM",1st,MANUAL,"Karukachal, Kottayam",Toyota Etios,2013),Toyota," 5,25,000"
3450,PETROL,"90,000 KM",2nd,MANUAL,"Ernad, Manjeri",Hyundai Eon,2012),Hyundai," 1,75,000"
